blueprint_id,resource,qty
411,Mechanical components,10.0
412,Workdays,221305.0
412,Plastics,87.0
412,Electro components,45.0
412,Steel,4498.0
412,Fabric,0.002
412,Mechanical components,643.0
413,Workdays,10553.0
413,Plastics,4.2
413,Electro components,2.1
413,Steel,213.0
413,Fabric,0.002
413,Mechanical components,28.0
414,Workdays,16179.0
414,Plastics,6.4
414,Electro components,3.3
414,Steel,327.0
414,Fabric,0.002
414,Mechanical components,45.0
415,Workdays,28854.0
415,Plastics,11.0
415,Electro components,5.9
415,Steel,581.0
415,Fabric,0.002
415,Mechanical components,75.0
416,Workdays,175705.0
416,Plastics,69.0
416,Electro components,36.0
416,Steel,3562.0
416,Fabric,0.002
416,Mechanical components,496.0
417,Workdays,29326.0
417,Plastics,11.0
417,Electro components,5.9
417,Steel,589.0
417,Fabric,0.002
417,Mechanical components,74.0
418,Workdays,33855.0
418,Plastics,13.0
418,Electro components,6.9
418,Steel,681.0
418,Fabric,0.002
418,Mechanical components,87.0
419,Workdays,46379.0
419,Plastics,18.0
419,Electro components,9.4
419,Steel,932.0
419,Fabric,0.002
419,Mechanical components,119.0
420,Workdays,15622.0
420,Plastics,6.2
420,Electro components,3.2
420,Steel,317.0
420,Fabric,0.002
420,Mechanical components,44.0
421,Workdays,4513.0
421,Plastics,1.8
421,Electro components,0.91
421,Steel,90.0
421,Fabric,0.51
421,Mechanical components,11.0
422,Workdays,6827.0
422,Plastics,2.7
422,Electro components,1.4
422,Steel,139.0
422,Fabric,0.47
422,Mechanical components,21.0
